,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
955,浦东,1300,455万,44846元,内环内,御景园(浦东联洋)地图,sh4716571举报假一赔百细则,3室2厅2卫,有(一梯三户),155.69平,暂无数据,高区/25层,精装,暂无数据,暂无数据,满五,暂无数据,住宅 - 公寓,92485元/平,2002年,住宅 - 公寓,27栋,751户,上海上实置业有限公司、上实物业,上海上实置业有限公司、上实房地产,10套在售二手房10套在租房源,
956,闸北,736,257.6万,25390元,内中环,明园森林都市(闸北大宁)地图,sh4716472举报假一赔百细则,2室2厅1卫,有(二梯六户),96.53平,暂无数据,中区/32层,精装,东南,2008-08-19,满五,折现,住宅 - 公寓,77681元/平,2007~2013年,住宅 - 公寓,18栋,2220户,上海恒联物业有限公司、上海诚悦物业管理有限公司,上海东北明园实业发展有限公司,46套在售二手房15套在租房源,
957,杨浦,610,213.5万,21043元,内中环,东茂家苑(杨浦黄兴公园)地图,sh4716267举报假一赔百细则,2室2厅1卫,暂无数据,85.82平,暂无数据,低区/6层,毛坯,暂无数据,暂无数据,满五,暂无数据,住宅 - 公寓,住宅 - 公寓,12栋,139户,自主物业、东茂家苑,上海同鼎置业有限公司,4套在售二手房0套在租房源,,,
958,宝山,285,99.8万,9832元,中外环,锦秋花园（公寓）(宝山上大)地图,sh4716242举报假一赔百细则,1室1厅1卫,暂无数据,52.0平,暂无数据,高区/6层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,47491元/平,2007~2015年,住宅 - 公寓,114栋,1866户,上海锦秋物业管理(上海)有限公司,上海锦秋房地产有限公司,26套在售二手房8套在租房源,
959,黄浦,380,133万,13109元,内环内,四牌楼路147号(黄浦豫园)地图,sh4715832举报假一赔百细则,2室1厅1卫,暂无数据,47.37平,暂无数据,高区/6层,精装,西北,2002-12-18,满五,其它,住宅 - 公寓,80219元/平,1987年,住宅 - 公寓,1栋,22户,暂无信息,暂无信息,1套在售二手房0套在租房源,
960,宝山,235,82.2万,8107元,中外环,高境一村(宝山高境)地图,sh4715641举报假一赔百细则,1室1厅1卫,暂无数据,43.62平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,49835元/平,1994~2001年,住宅 - 公寓、住宅 - 新里,190栋,3643户,上海高境物业管理有限公司、柳河物业,上海江湾房地产开发经营有限公司、共和公司,41套在售二手房7套在租房源,
961,闵行,685,239.7万,23631元,外环外,好世凤凰城(闵行颛桥)地图,sh4715574举报假一赔百细则,3室2厅2卫,暂无数据,125.45平,暂无数据,高区/4层,精装,南,暂无数据,满五,折现,住宅 - 公寓,55173元/平,2003~2004年,住宅 - 公寓,166栋,1648户,上海景瑞物业管理有限公司、上海和迅物业管理有限公司,上海好世置业有限公司,19套在售二手房7套在租房源,
962,杨浦,235,82.2万,8107元,内环内,鞍山六村(杨浦鞍山)地图,sh4715027举报假一赔百细则,1室0厅1卫,暂无数据,31.92平,暂无数据,高区/5层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,71031元/平,1953~2010年,住宅 - 公寓、住宅 - 写字楼、住宅 - 新里,92栋,2288户,上海市卫百辛集团延吉物业管理有限公司、卫百辛物业,鞍山房产有限公司、鞍山集团开发,31套在售二手房7套在租房源,
963,杨浦,420,147万,14489元,内中环,南茶园(杨浦五角场)地图,sh4714879举报假一赔百细则,2室1厅1卫,暂无数据,57.12平,暂无数据,中区/6层,中装,南,1970-01-01,满五,其它,住宅 - 公寓,66915元/平,1995~1996年,住宅 - 公寓,55栋,846户,上海凯晨物业管理有限公司、华新物业公司,上海五角场房地产责任有限公司、上海五角房产有限公司,18套在售二手房3套在租房源,
964,浦东,570,199.5万,19663元,内中环,东方吉苑(浦东三林)地图,sh4714550举报假一赔百细则,2室2厅1卫,有(一梯四户),92.2平,暂无数据,低区/14层,暂无数据,暂无数据,暂无数据,满五,置换,住宅 - 公寓,65589元/平,2007~2008年,住宅 - 公寓,61栋,1083户,上海银顺物业管理有限公司、银顺物业,上海建工集团,9套在售二手房3套在租房源,
965,闵行,245,85.8万,8452元,中外环,紫藤二村(闵行梅陇)地图,sh4713799举报假一赔百细则,1室1厅1卫,暂无数据,46.47平,暂无数据,低区/6层,简装,南,2006-10-21,满五,折现,住宅 - 公寓,52495元/平,1994年,住宅 - 公寓,21栋,378户,万达物业管理有限公司、万达物业,天津紫藤投资有限公司、天津投资有限公司,7套在售二手房0套在租房源,
966,普陀,1050,367.5万,36222元,内环内,秋水云庐(普陀长寿路)地图,sh4713484举报假一赔百细则,3室2厅2卫,有(一梯二户),139.94平,暂无数据,高区/14层,精装,南北,2004-04-18,满五,折现,住宅 - 公寓,79997元/平,2002~2003年,住宅 - 公寓,17栋,777户,上海运泰物业管理有限公司,上海泰元置业有限公司,9套在售二手房4套在租房源,
967,浦东,870,304.5万,30013元,内环内,东珂花苑(浦东源深)地图,sh4713329举报假一赔百细则,3室2厅2卫,有(一梯二户),121.97平,暂无数据,低区/13层,精装,南北,2010-09-09,满五,其它,住宅 - 公寓,74365元/平,2001年,住宅 - 公寓,11栋,260户,上海爱德华物业管理有限公司,上海东珂房地产有限公司,5套在售二手房6套在租房源,
968,浦东,420,147万,14489元,内中环,三林世博家园(浦东三林)地图,sh4713134举报假一赔百细则,2室2厅1卫,暂无数据,85.12平,暂无数据,高区/6层,毛坯,南,暂无数据,满五,折现,住宅 - 公寓,52470元/平,2006年,住宅 - 公寓,275栋,4125户,上海中房物业管理有限公司、世博物业管理公司,上海市浦东新区房地产(集团)有限公司、上海浦东开发公司、中房地产,34套在售二手房1套在租房源,
969,普陀,200,70万,6899元,内中环,合阳小区(普陀甘泉宜川)地图,sh4712945举报假一赔百细则,1室0厅1卫,暂无数据,34.91平,暂无数据,中区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,56726元/平,1986~1994年,住宅 - 公寓,79栋,1782户,上海威斯特物业经营有限公司,普陀建筑,24套在售二手房6套在租房源,
970,青浦,325,113.7万,11212元,外环外,富力桃园（公寓）(青浦盈浦)地图,sh4712841举报假一赔百细则,2室2厅1卫,有(一梯三户),88.36平,暂无数据,高区/15层,毛坯,暂无数据,暂无数据,满五,置换,住宅 - 公寓,37752元/平,2011~2012年,住宅 - 公寓,50栋,1472户,天力物业、上海天力物业公司,上海富力房地产开发有限公司,33套在售二手房13套在租房源,
971,长宁,500,175万,17249元,中外环,通协小区(长宁北新泾)地图,sh4712771举报假一赔百细则,2室1厅1卫,暂无数据,75.99平,暂无数据,低区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,65960元/平,2005年,住宅 - 公寓,86栋,1635户,上海瑞创物业管理有限公司,无开发商,8套在售二手房8套在租房源,
972,长宁,276,96.6万,9521元,内环内,西诸安浜路425弄(长宁中山公园)地图,sh4712602举报假一赔百细则,1室1厅1卫,暂无数据,36.92平,暂无数据,中区/5层,中装,暂无数据,暂无数据,满五,其它,住宅 - 公寓,住宅 - 公寓,13栋,294户,华阳物业,长宁集团,3套在售二手房0套在租房源,,,
973,宝山,340,119万,11729元,中外环,环镇北路211弄(宝山上大)地图,sh4711767举报假一赔百细则,2室1厅1卫,暂无数据,69.5平,暂无数据,中区/6层,毛坯,南,暂无数据,满五,暂无数据,住宅 - 公寓,住宅 - 公寓,30栋,399户,汇臣物业,上大阳光,5套在售二手房0套在租房源,,,
974,普陀,185,64.8万,6382元,内中环,新黄小区(普陀甘泉宜川)地图,sh4711752举报假一赔百细则,1室1厅1卫,暂无数据,35.23平,暂无数据,中区/5层,简装,南,暂无数据,满五,折现,住宅 - 公寓,56587元/平,1975~2000年,住宅 - 公寓、住宅 - 新里,57栋,1266户,上海威斯特物业经营有限公司,西部集团,14套在售二手房3套在租房源,
975,嘉定,360,126万,12419元,外环外,缘圆宝邸(嘉定江桥)地图,sh4711711举报假一赔百细则,2室2厅1卫,有(一梯四户),76.55平,暂无数据,低区/7层,精装,南,2008-11-07,满五,置换,住宅 - 公寓,51308元/平,2008年,住宅 - 公寓,63栋,1533户,上海真如物业管理有限公司、真如物业,上海科茂房地产开发有限公司,33套在售二手房5套在租房源,
976,宝山,420,147万,14489元,外环外,美兰湖颐景园(宝山罗店)地图,sh4711184举报假一赔百细则,3室2厅2卫,暂无数据,125.4平,暂无数据,中区/5层,毛坯,南北,暂无数据,满五,置换,住宅 - 公寓,36815元/平,2007年,住宅 - 公寓,117栋,990户,上海三盛颐景园物业管理有限公司三盛管理处、三盛物业管理有限公司,上海铭瑞房地产有限公司,29套在售二手房5套在租房源,
977,宝山,435,152.2万,15006元,外环外,美兰湖岭域(宝山罗店)地图,sh4710915举报假一赔百细则,3室2厅1卫,暂无数据,89.19平,暂无数据,低区/6层,精装,南北,2010-08-08,满五,置换,住宅 - 公寓,2009~2011年,住宅 - 公寓,98栋,936户,上海景瑞物业管理有限公司、景瑞物业,上海景尚置业有限公司,29套在售二手房11套在租房源,,
978,普陀,350,122.5万,12074元,内中环,杏园(普陀曹杨)地图,sh4710890举报假一赔百细则,2室1厅1卫,暂无数据,56.04平,暂无数据,高区/6层,精装,南,2003-09-01,满五,折现,住宅 - 公寓,64819元/平,1975~1995年,住宅 - 公寓,56栋,1309户,上海曹杨物业有限公司、自主物业,西部集团,12套在售二手房3套在租房源,
979,闵行,260,91万,8969元,外环外,万科城市花园(闵行七宝)地图,sh4710624举报假一赔百细则,1室1厅1卫,暂无数据,41.52平,暂无数据,高区/6层,精装,南,2003-05-29,满五,置换,住宅 - 公寓,49719元/平,1994~1998年,住宅 - 公寓,306栋,4105户,上海万科物业管理有限公司、万科物业,上海万科房地产有限公司,66套在售二手房19套在租房源,
980,浦东,330,115.5万,11384元,内中环,三林世博家园(浦东三林)地图,sh4710556举报假一赔百细则,1室1厅1卫,有(一梯四户),56.95平,暂无数据,中区/11层,毛坯,南,2007-03-02,满五,折现,住宅 - 公寓,52470元/平,2006年,住宅 - 公寓,275栋,4125户,上海中房物业管理有限公司、世博物业管理公司,上海市浦东新区房地产(集团)有限公司、上海浦东开发公司、中房地产,34套在售二手房1套在租房源,
981,杨浦,215,75.2万,7417元,长白路166号(杨浦控江路)地图,sh4709725举报假一赔百细则,1室1厅1卫,暂无数据,42.22平,暂无数据,高区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,50923元/平,暂无信息,住宅 - 公寓,1栋,1户,暂无信息,暂无信息,1套在售二手房0套在租房源,,
982,杨浦,500,175万,17249元,中外环,民京路838弄(杨浦中原)地图,sh4709675举报假一赔百细则,3室1厅1卫,暂无数据,94.74平,暂无数据,高区/6层,中装,南,2009-08-31,满五,其它,住宅 - 公寓,53638元/平,1996年,住宅 - 公寓,16栋,344户,自主物业,暂无信息,7套在售二手房1套在租房源,
983,浦东,500,175万,17249元,内环内,久阳滨江公寓(浦东陆家嘴)地图,sh4709443举报假一赔百细则,1室1厅1卫,有(三梯二十二户),70.77平,暂无数据,低区/25层,精装,南,2009-09-24,满五,其它,住宅 - 公寓,74528元/平,2006年,住宅 - 公寓,1栋,240户,和记物业服务(上海)有限公司、久阳物业,上海久阳房地产开发有限公司,18套在售二手房6套在租房源,
984,杨浦,800,280万,27598元,内中环,鼎隆公寓(杨浦周家嘴路)地图,sh4709122举报假一赔百细则,2室2厅2卫,有(二梯四户),103.16平,暂无数据,低区/18层,毛坯,南北,暂无数据,满五,置换,住宅 - 公寓,77549元/平,2009年,住宅 - 公寓,6栋,276户,上海庆隆物业管理有限公司,上海宏轩置业有限公司,1套在售二手房0套在租房源,
985,浦东,420,147万,14489元,外环外,桃园公寓（川沙）(浦东川沙)地图,sh4709082举报假一赔百细则,2室2厅1卫,暂无数据,101.39平,暂无数据,低区/6层,暂无数据,暂无数据,暂无数据,满五,折现,住宅 - 公寓,40701元/平,1996~1998年,住宅 - 公寓,42栋,488户,天津市天乐物业管理有限公司,暂无信息,10套在售二手房1套在租房源,
986,浦东,1500,525万,51746元,内环内,上海绿城(浦东杨东)地图,sh4708252举报假一赔百细则,3室2厅2卫,有(一梯二户),153.34平,暂无数据,中区/14层,精装,南北,2009-07-05,满五,其它,住宅 - 公寓,94391元/平,2004~2007年,住宅 - 公寓,79栋,2632户,上海绿宇物业管理有限公司,上海绿宇房地产开发有限公司,40套在售二手房52套在租房源,
987,杨浦,258,90.3万,8900元,内中环,延吉五村(杨浦黄兴公园)地图,sh4708137举报假一赔百细则,1室1厅1卫,有(二梯十七户),43.76平,暂无数据,高区/12层,简装,南,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓,63栋,1354户,上海延吉物业管理有限公司、延吉物业,颂义房产有限公司,22套在售二手房1套在租房源,,,
988,长宁,298,104.3万,10280元,内环内,纺大小区(长宁新华路)地图,sh4708109举报假一赔百细则,1室0厅1卫,暂无数据,38.0平,暂无数据,低区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,75964元/平,1981~1998年,住宅 - 公寓,34栋,833户,上海方大物业管理有限公司,上海新长宁集团有限公司、长宁集团,16套在售二手房4套在租房源,
989,虹口,360,126万,12419元,内环内,西南小区(虹口曲阳)地图,sh4708076举报假一赔百细则,2室1厅1卫,暂无数据,47.25平,暂无数据,低区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓,88栋,2066户,上海大柏树物业有限公司,无开发商,29套在售二手房6套在租房源,,,
990,闵行,380,133万,13109元,中外环,九歌上郡(闵行静安新城)地图,sh4707710举报假一赔百细则,1室1厅1卫,有(二梯四户),49.23平,暂无数据,高区/11层,暂无数据,暂无数据,2006-08-28,满五,折现,住宅 - 公寓,74895元/平,2006年,住宅 - 公寓,45栋,1119户,上海静安新城物业服务中心、上海新长宁集团大楼物业有限公司、静安物业,上海静安新成置业有限公司、静安置业,22套在售二手房17套在租房源,
991,杨浦,580,203万,20008元,内中环,大诚花苑(杨浦五角场)地图,sh4707623举报假一赔百细则,2室2厅1卫,暂无数据,82.36平,暂无数据,中区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,68703元/平,1997~2000年,住宅 - 公寓,14栋,174户,自主物业,无开发商,4套在售二手房1套在租房源,
992,黄浦,478,167.3万,16490元,内环内,重建小区(黄浦新天地)地图,sh4707292举报假一赔百细则,2室1厅1卫,暂无数据,50.97平,暂无数据,高区/7层,简装,南,1998-05-03,满五,置换,住宅 - 公寓,97029元/平,1929~1988年,住宅 - 公寓,10栋,118户,上海银湾物业管理有限公司,上海申亚房地产有限公司、上海申亚房地产开发有限公司,4套在售二手房0套在租房源,
993,徐汇,399,139.6万,13764元,内环内,谨斜小区(徐汇徐家汇)地图,sh4706844举报假一赔百细则,2室0厅1卫,暂无数据,51.62平,暂无数据,高区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,81020元/平,1974~2000年,住宅 - 公寓、住宅 - 写字楼、住宅 - 新里,57栋,1151户,上海枫林物业有限公司、枫林物业,枫林房产开发有限公司,13套在售二手房14套在租房源,
994,宝山,328,114.8万,11315元,外环外,馨佳园（菊泉街1346弄）(宝山顾村)地图,sh4706285举报假一赔百细则,2室2厅1卫,有(一梯五户),77.0平,暂无数据,低区/24层,精装,南,暂无数据,满五,置换,住宅 - 公寓,42244元/平,2011年,住宅 - 公寓,26栋,1048户,上海宝房物业服务公司,上海辰光置业有限公司,22套在售二手房0套在租房源,
995,闸北,252,88.2万,8693元,内中环,龙潭小区(闸北阳城)地图,sh4705875举报假一赔百细则,1室1厅1卫,暂无数据,40.72平,暂无数据,中区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,60320元/平,1993~2001年,住宅 - 公寓、住宅 - 写字楼,167栋,3687户,上海龙潭物业管理有限公司,彭浦房地产开发有限公司、上海彭浦开发有限公司,51套在售二手房5套在租房源,
996,宝山,590,206.5万,20353元,中外环,锦秋花园（公寓）(宝山上大)地图,sh4705853举报假一赔百细则,3室2厅2卫,有(一梯三户),142.1平,暂无数据,低区/16层,中装,南北,2008-03-27,满五,置换,住宅 - 公寓,47491元/平,2007~2015年,住宅 - 公寓,114栋,1866户,上海锦秋物业管理(上海)有限公司,上海锦秋房地产有限公司,26套在售二手房8套在租房源,
997,浦东,850,297.5万,29323元,中外环,同方锦城(浦东金桥)地图,sh4705670举报假一赔百细则,3室2厅2卫,有(一梯二户),132.0平,暂无数据,中区/11层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,63176元/平,2003~2004年,住宅 - 公寓,72栋,1164户,上海驰骋物业管理有限公司,上海城建(集团)公司,21套在售二手房2套在租房源,
998,闸北,320,112万,11039元,中外环,三泉安居苑(闸北彭浦)地图,sh4705363举报假一赔百细则,1室1厅1卫,有(二梯八户),56.06平,暂无数据,高区/18层,简装,南,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓,26栋,705户,安房物业公司,上海昌里花园物业发展有限公司,8套在售二手房0套在租房源,,,
999,徐汇,455,159.2万,15696元,内中环,龙南三四村(徐汇龙华)地图,sh4705277举报假一赔百细则,2室2厅1卫,有(一梯五户),81.93平,暂无数据,中区/7层,简装,南,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓,131栋,2092户,上海海鸿福船物业管理有限公司,上海徐房集团有限公司、上海徐房物业有限公司,24套在售二手房6套在租房源,,,
1000,松江,380,133万,13109元,外环外,御上海(松江松江大学城)地图,sh4704931举报假一赔百细则,3室2厅2卫,有(二梯四户),64.0平,暂无数据,高区/18层,精装,南,2010-09-26,满五,折现,住宅 - 公寓,45031元/平,2009年,住宅 - 公寓,40栋,1804户,上海新贵盛物业管理有限公司,上海昌润房产有限公司,27套在售二手房18套在租房源,
1001,长宁,4000,1400万,137989元,内中环,古北中央花园(长宁古北)地图,sh4704735举报假一赔百细则,4室3厅3卫,有(二梯二户),327.79平,暂无数据,高区/12层,精装,南北,2004-06-29,满五,暂无数据,住宅 - 公寓,107064元/平,2003~2007年,住宅 - 公寓,16栋,250户,上海芸绮物业管理有限公司、上海芸琦物业有限管理公司,上海一百大统房地产有限公司,9套在售二手房6套在租房源,
1002,徐汇,358,125.3万,12350元,内中环,梅陇四村(徐汇华东理工)地图,sh4704349举报假一赔百细则,2室1厅1卫,暂无数据,60.17平,暂无数据,中区/6层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,56645元/平,1992~1997年,住宅 - 公寓,94栋,2945户,上海金辉物业有限公司、金辉物业,上海工业房地产总公司,34套在售二手房12套在租房源,
1003,长宁,320,112万,11039元,内环内,安东小区(长宁新华路)地图,sh4704341举报假一赔百细则,2室0厅1卫,暂无数据,40.45平,暂无数据,低区/6层,简装,南北,2002-09-07,满五,折现,住宅 - 公寓,72199元/平,1980~1995年,住宅 - 公寓,52栋,1305户,安东物业公司,上海长宁建设项目管理有限公司、长宁集团,21套在售二手房5套在租房源,
1004,杨浦,365,127.7万,12591元,内中环,控江路1200弄(杨浦控江路)地图,sh4704235举报假一赔百细则,2室0厅1卫,暂无数据,46.78平,暂无数据,中区/5层,简装,南,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓,43栋,1166户,上海平凉物业管理有限公司,上海申龙集团、上海申龙地产有限公司,24套在售二手房7套在租房源,,,
1005,闵行,580,203万,20008元,中外环,蓝色港湾（公寓）(闵行古美)地图,sh4704175举报假一赔百细则,2室2厅1卫,暂无数据,98.4平,暂无数据,低区/5层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,59970元/平,2000~2004年,住宅 - 公寓,130栋,1866户,上海上工业物业公司、上房物业、上服物业,上海博馨房地产开发有限公司,23套在售二手房14套在租房源,
1006,杨浦,410,143.5万,14144元,内中环,延吉六村(杨浦黄兴公园)地图,sh4704161举报假一赔百细则,2室1厅1卫,有(二梯十五户),70.0平,暂无数据,低区/12层,简装,南,暂无数据,满五,置换,住宅 - 公寓,60008元/平,1986~1987年,住宅 - 公寓,16栋,1367户,上海延吉物业管理有限公司、上海市卫百辛集团延吉物业管理有限公司、延吉物业,颂义房产有限公司,20套在售二手房3套在租房源,
1007,浦东,500,175万,17249元,内环内,牡丹小区（浦东）(浦东花木)地图,sh4703966举报假一赔百细则,2室1厅1卫,暂无数据,54.82平,暂无数据,中区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,82368元/平,1993~1998年,住宅 - 公寓,95栋,1271户,方圆置业物业管理公司、上海方圆物业管理有限公司,上海花木开发有限公司、花木房产,34套在售二手房11套在租房源,
1008,嘉定,315,110.2万,10867元,外环外,大宅风范城(嘉定江桥)地图,sh4703814举报假一赔百细则,2室1厅1卫,有(一梯三户),67.59平,暂无数据,低区/13层,毛坯,南,暂无数据,满五,置换,住宅 - 公寓,46824元/平,2007~2011年,住宅 - 公寓,120栋,3304户,上海邦龙物业管理有限公司,上海大宅房地产发展有限公司,35套在售二手房4套在租房源,
1009,长宁,1050,367.5万,36222元,内中环,金色贝拉维(长宁古北)地图,sh4703638举报假一赔百细则,2室2厅1卫,有(二梯四户),98.15平,暂无数据,低区/21层,精装,南北,2009-04-29,满五,置换,住宅 - 公寓,102529元/平,2007年,住宅 - 公寓,17栋,680户,上海虹康物业管理有限公司,上海虹康房产建设有限公司,7套在售二手房18套在租房源,
1010,闵行,450,157.5万,15524元,外环外,锦绣人家(闵行颛桥)地图,sh4703565举报假一赔百细则,3室2厅2卫,暂无数据,104.78平,暂无数据,高区/6层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,45964元/平,1999~2000年,住宅 - 公寓,20栋,240户,上海天为物业管理服务有限公司,上海信捷置业有限公司,4套在售二手房1套在租房源,
1011,闵行,680,238万,23458元,中外环,阳光美景城(闵行古美)地图,sh4703285举报假一赔百细则,2室2厅1卫,有(一梯二户),101.48平,暂无数据,低区/13层,精装,南北,2006-05-29,满五,置换,住宅 - 公寓,住宅 - 公寓,71栋,1967户,上海工联物业公司、工联物业,上海锦弘房地产发展有限公司,13套在售二手房7套在租房源,,,
1012,浦东,465,162.8万,16041元,中外环,永泰花苑(浦东三林)地图,sh4703249举报假一赔百细则,2室2厅1卫,有(一梯三户),81.74平,暂无数据,低区/18层,毛坯,南,暂无数据,满五,暂无数据,住宅 - 公寓,58185元/平,2004~2006年,住宅 - 公寓,70栋,3139户,上海诚悦物业管理有限公司、月华,上海中房置业股份有限公司、中房集团,31套在售二手房7套在租房源,
1013,浦东,260,91万,8969元,内中环,惠德新邨(浦东北蔡)地图,sh4702825举报假一赔百细则,1室1厅1卫,暂无数据,41.0平,暂无数据,中区/6层,简装,南,1998-06-05,满五,置换,住宅 - 公寓,57991元/平,1996年,住宅 - 公寓,35栋,692户,惠德物业,锦和集团,9套在售二手房6套在租房源,
1014,徐汇,850,297.5万,29323元,内环内,龙山公寓(徐汇万体馆)地图,sh4702310举报假一赔百细则,3室2厅2卫,有(二梯六户),133.0平,暂无数据,低区/24层,精装,南北,2008-06-17,满五,折现,住宅 - 公寓,63909元/平,1998年,住宅 - 公寓,1栋,144户,上海沪江物业管理经营公司,中华企业股份有限公司,1套在售二手房1套在租房源,
1015,长宁,465,162.8万,16041元,内环内,绿地海怡公寓(长宁中山公园)地图,sh4701990举报假一赔百细则,1室1厅1卫,有(二梯十二户),59.3平,暂无数据,中区/30层,精装,东南,2005-07-15,满五,其它,住宅 - 公寓,住宅 - 公寓,2栋,464户,上海时和南都物业管理有限公司,绿城集团,26套在售二手房11套在租房源,,,
1016,杨浦,870,304.5万,30013元,中外环,三湘世纪花城(杨浦五角场)地图,sh4701961举报假一赔百细则,3室2厅2卫,暂无数据,133.68平,暂无数据,高区/6层,暂无数据,南北,2008-01-01,满五,暂无数据,住宅 - 公寓,67955元/平,2001~2002年,住宅 - 公寓,61栋,955户,上海三湘物业管理有限公司、三湘物业,上海三湘(集团)有限公司,10套在售二手房3套在租房源,
1017,闸北,210,73.5万,7244元,中外环,新汾小区(闸北彭浦)地图,sh4701675举报假一赔百细则,1室0厅1卫,暂无数据,40.03平,暂无数据,低区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,53271元/平,1991~1992年,住宅 - 公寓,30栋,707户,上海北安物业管理有限公司,上海北方企业（集团）有限公司,21套在售二手房3套在租房源,
1018,徐汇,265,92.8万,9142元,内中环,金牛苑(徐汇上海南站)地图,sh4700967举报假一赔百细则,1室1厅1卫,暂无数据,38.56平,暂无数据,低区/6层,简装,南,1970-01-01,满五,置换,住宅 - 公寓,62707元/平,1997~2000年,住宅 - 公寓,89栋,1586户,上海金牛物业管理有限公司,上海金牛房地产有限公司,23套在售二手房6套在租房源,
1019,浦东,560,196万,19318元,中外环,绿洲康城亲水湾（中央区）(浦东御桥)地图,sh4700769举报假一赔百细则,2室2厅1卫,有(一梯三户),103.3平,暂无数据,高区/17层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,54565元/平,2007~2015年,住宅 - 公寓,64栋,3683户,上海中远物业管理发展有限公司,上海振龙房地产开发有限公司,46套在售二手房16套在租房源,
1020,浦东,2150,752.5万,74169元,内环内,江临天下(浦东陆家嘴)地图,sh4700764举报假一赔百细则,5室3厅4卫,有(六梯六户),283.34平,暂无数据,高区/35层,精装,西北,2004-12-24,满五,折现,住宅 - 公寓,89448元/平,2002~2003年,住宅 - 公寓,12栋,940户,上海东湖物业管理有限公司、上海东湖物业管理公司、东湖物业,上海浦东新区新翔房地产开发有限公司、新翔房地产有限公司,21套在售二手房31套在租房源,
1021,宝山,207,72.4万,7141元,中外环,乾溪新村(宝山大场镇)地图,sh4700453举报假一赔百细则,1室1厅1卫,暂无数据,45.39平,暂无数据,高区/6层,毛坯,南,暂无数据,满五,置换,住宅 - 公寓,48210元/平,1993~2006年,住宅 - 公寓,181栋,3074户,新余物业、上海明旺物业管理有限公司,大华集团上海华宜置业有限公司,46套在售二手房16套在租房源,
1022,闸北,620,217万,21388元,内中环,乐业公寓(闸北闸北公园)地图,sh4699530举报假一赔百细则,2室2厅1卫,有(二梯八户),94.0平,暂无数据,低区/20层,精装,东南,2000-06-01,满五,置换,住宅 - 公寓,64667元/平,1999年,住宅 - 公寓,19栋,494户,上海三平房地产开发有限公司,上海三平房地产开发有限公司,11套在售二手房6套在租房源,
1023,闵行,258,90.3万,8900元,中外环,静安新城（十一区）(闵行静安新城)地图,sh4699487举报假一赔百细则,1室1厅1卫,暂无数据,48.68平,暂无数据,高区/6层,简装,南,2006-07-19,满五,折现,住宅 - 公寓,55929元/平,1997年,住宅 - 公寓,69栋,828户,上海春晖物业管理有限公司、静安物业,静安置业,11套在售二手房8套在租房源,
1024,宝山,308,107.8万,10625元,中外环,共和小区(宝山张庙)地图,sh4699353举报假一赔百细则,1室1厅1卫,暂无数据,58.58平,暂无数据,低区/6层,毛坯,南,1999-11-01,满五,折现,住宅 - 公寓,住宅 - 公寓,164栋,2174户,上海高境物业管理有限公司,上海宝宸(集团)有限公司,22套在售二手房10套在租房源,,,
1025,长宁,415,145.2万,14316元,内环内,红庄小区(长宁新华路)地图,sh4699136举报假一赔百细则,1室1厅1卫,有(二梯九户),48.04平,暂无数据,中区/18层,简装,南,1997-04-16,满五,置换,住宅 - 公寓,94026元/平,1990~1991年,住宅 - 公寓、住宅 - 新里,3栋,467户,上海新长宁集团、长宁物业,上海新长宁集团房地产投资咨询有限公司、长宁集团,6套在售二手房2套在租房源,
1026,杨浦,378,132.3万,13040元,内环内,鞍山三村(杨浦鞍山)地图,sh4699069举报假一赔百细则,2室0厅1卫,暂无数据,47.18平,暂无数据,中区/5层,简装,南,暂无数据,满五,折现,住宅 - 公寓,75442元/平,1953~2007年,住宅 - 公寓、住宅 - 新里,58栋,1339户,上海四平物业管理有限公司、四平物业,鞍山机建司、鞍山集团开发,22套在售二手房10套在租房源,
