,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
670,闵行,380,133万,13109元,外环外,清馨苑(闵行颛桥)地图,sh4746849举报假一赔百细则,2室2厅1卫,暂无数据,89.65平,暂无数据,低区/6层,简装,南北,2015-03-15,满二,置换,住宅 - 公寓,44211元/平,1996~2010年,住宅 - 公寓、商业类,129栋,1533户,申莘物业,上海市莘庄工业区申莘房地产有限公司、申莘开发商,8套在售二手房6套在租房源
671,虹口,320,112万,11039元,内中环,洛阳新村(虹口凉城)地图,sh4746639举报假一赔百细则,2室0厅1卫,暂无数据,49.11平,暂无数据,中区/5层,简装,南北,暂无数据,满二,折现,住宅 - 公寓,58388元/平,1958~1997年,住宅 - 公寓,32栋,715户,上海广同物业有限公司,上海虹房集团有限公司,14套在售二手房0套在租房源
672,松江,290,101.5万,10004元,外环外,三湘四季花城(松江松江大学城)地图,sh4746620举报假一赔百细则,1室1厅1卫,有(二梯四户),58.17平,暂无数据,中区/14层,精装,南,2014-09-19,满二,折现,住宅 - 公寓,47444元/平,2006~2010年,住宅 - 公寓、商业类,91栋,3397户,上海三湘物业管理有限公司、三湘物业,上海城光置业有限公司,34套在售二手房33套在租房源
673,宝山,208,72.8万,7175元,中外环,呼玛二村(宝山张庙)地图,sh4745759举报假一赔百细则,1室1厅1卫,暂无数据,47.26平,暂无数据,高区/6层,简装,南,暂无数据,满二,折现,住宅 - 公寓,46051元/平,1988~1995年,住宅 - 公寓,279栋,3879户,景春物业、上海宝山新寓物业管理有限公司、新寓物业,上海通河工贸开发有限公司、通河集团,33套在售二手房10套在租房源
674,虹口,214,74.9万,7382元,内环内,大三小区(虹口曲阳)地图,sh4745523举报假一赔百细则,1室1厅1卫,暂无数据,36.23平,暂无数据,高区/6层,简装,南,2014-11-05,满二,置换,住宅 - 公寓,住宅 - 公寓,35栋,843户,上海宏阳物业有限公司、宏阳物业,上海虹房集团有限公司,8套在售二手房2套在租房源,,
675,虹口,898,314.3万,30979元,内中环,中环明珠(虹口凉城)地图,sh4745200举报假一赔百细则,3室2厅2卫,有(二梯二户),137.03平,暂无数据,低区/18层,精装,南,2015-11-05,满二,其它,住宅 - 公寓,80390元/平,2005年,住宅 - 公寓,15栋,694户,上海虹达物业管理有限公司,上海裕景房产有限公司,10套在售二手房6套在租房源
676,普陀,585,204.8万,20181元,内中环,万里欣苑(普陀万里)地图,sh4744723举报假一赔百细则,2室2厅1卫,有(二梯五户),85.34平,暂无数据,中区/18层,精装,南北,2015-02-07,满二,置换,住宅 - 公寓,70518元/平,2006年,住宅 - 公寓,5栋,359户,上海中环陆家嘴物业管理有限公司、中环物业,上海中环投资开发(集团)有限公司、中环集团,11套在售二手房3套在租房源
677,长宁,290,101.5万,10004元,内环内,田渡小区(长宁新华路)地图,sh4744702举报假一赔百细则,1室1厅1卫,暂无数据,35.64平,暂无数据,中区/6层,中装,南,2013-04-26,满二,其它,住宅 - 公寓,82587元/平,1996~1997年,住宅 - 公寓,22栋,336户,上海新华物业公司、新华物业、新华物业,上海新长宁（集团）有限公司、长宁集团,5套在售二手房4套在租房源
678,黄浦,1150,402.5万,39672元,内环内,郁金香花苑(黄浦打浦桥)地图,sh4741668举报假一赔百细则,2室2厅2卫,有(一梯二户),111.59平,暂无数据,中区/12层,精装,南北,暂无数据,满二,其它,住宅 - 公寓,88410元/平,1999~2000年,住宅 - 公寓,12栋,286户,上海新世纪房产服务有限公司、新世纪物业,上海郁金香花苑房地产有限公司,4套在售二手房2套在租房源
679,闵行,375,131.2万,12936元,外环外,浦江世博家园十街坊(闵行浦江)地图,sh4739062举报假一赔百细则,2室1厅1卫,暂无数据,80.1平,暂无数据,中区/5层,毛坯,南,2013-12-01,满二,置换,住宅 - 公寓,46628元/平,2006年,住宅 - 公寓,58栋,892户,上海闵行陈行物业管理有限公司,上海世博土地控股有限公司,7套在售二手房2套在租房源
680,杨浦,278,97.3万,9590元,内环内,张家浜小区(杨浦周家嘴路)地图,sh4738685举报假一赔百细则,1室1厅1卫,暂无数据,42.0平,暂无数据,中区/7层,简装,南,暂无数据,满二,置换,住宅 - 公寓,66199元/平,1989~1997年,住宅 - 公寓,73栋,1542户,上海延吉物业管理有限公司、上海平凉物业管理有限公司,建城投资开发有限公司,30套在售二手房7套在租房源
681,浦东,850,297.5万,29323元,内环内,八方大厦(浦东源深)地图,sh4738520举报假一赔百细则,3室2厅2卫,有(二梯六户),155.66平,暂无数据,高区/26层,简装,南北,暂无数据,满二,其它,住宅 - 公寓,52792元/平,1998年,住宅 - 公寓,2栋,312户,上海八方物业管理有限公司,上海八方房地产经营公司,5套在售二手房3套在租房源
682,长宁,229,80.1万,7900元,内中环,宁锦小区(长宁中山公园)地图,sh4738259举报假一赔百细则,1室0厅1卫,暂无数据,30.9平,暂无数据,高区/6层,简装,南,暂无数据,满二,折现,住宅 - 公寓,74627元/平,1997~1998年,住宅 - 公寓,14栋,320户,华阳物业,长宁集团,5套在售二手房7套在租房源
683,宝山,535,187.2万,18456元,外环外,保利叶语（公寓）（一期）(宝山顾村)地图,sh4737996举报假一赔百细则,2室2厅1卫,有(二梯四户),93.55平,暂无数据,高区/21层,毛坯,南,2013-03-13,满二,折现,住宅 - 公寓,56656元/平,2012年,住宅 - 公寓,18栋,1183户,保利物业,保利集团,19套在售二手房15套在租房源
684,浦东,510,178.5万,17594元,中外环,未来域(浦东三林)地图,sh4737294举报假一赔百细则,2室2厅1卫,暂无数据,79.98平,暂无数据,高区/3层,精装,南北,2013-05-01,满二,其它,住宅 - 公寓,65481元/平,2006年,住宅 - 公寓,56栋,1016户,上海金地物业服务有限公司、金地物业,金地(集团)深圳地产公司、金地集团,17套在售二手房12套在租房源
685,黄浦,640,224万,22078元,内环内,马当小区(黄浦新天地)地图,sh4736103举报假一赔百细则,2室1厅1卫,有(二梯九户),61.93平,暂无数据,高区/27层,中装,西南,暂无数据,满二,暂无数据,住宅 - 公寓,108245元/平,1992年,住宅 - 公寓,3栋,646户,上海上房物业有限公司、上房物业,上海置业集团有限公司,14套在售二手房4套在租房源
686,宝山,205,71.8万,7072元,外环外,宝钢三村(宝山淞宝)地图,sh4735835举报假一赔百细则,2室1厅1卫,暂无数据,49.1平,暂无数据,高区/6层,简装,南北,2015-07-01,满二,折现,住宅 - 公寓,43981元/平,1978~1994年,住宅 - 公寓,82栋,1573户,上海宝房物业服务公司,上海宝钢地产有限公司、宝钢集团有限公司,12套在售二手房5套在租房源
687,闸北,745,260.8万,25700元,内中环,明园森林都市(闸北大宁)地图,sh4735152举报假一赔百细则,3室2厅1卫,有(二梯六户),88.44平,暂无数据,高区/33层,精装,南北,2014-07-03,满二,置换,住宅 - 公寓,77681元/平,2007~2013年,住宅 - 公寓,18栋,2220户,上海恒联物业有限公司、上海诚悦物业管理有限公司,上海东北明园实业发展有限公司,46套在售二手房15套在租房源
688,松江,238,83.3万,8210元,外环外,新凯城香樟苑(松江泗泾)地图,sh4734900举报假一赔百细则,2室1厅1卫,有(二梯四户),68.02平,暂无数据,高区/13层,毛坯,暂无数据,暂无数据,满二,其它,住宅 - 公寓,35416元/平,2011年,住宅 - 公寓,16栋,816户,上海玉星物业管理有限公司,上海城投置业管理有限公司,19套在售二手房3套在租房源
689,徐汇,350,122.5万,12074元,内中环,俞三小区(徐汇龙华)地图,sh4734551举报假一赔百细则,2室1厅1卫,暂无数据,56.91平,暂无数据,低区/6层,精装,南北,2015-08-26,满二,折现,住宅 - 公寓,61700元/平,1994年,住宅 - 公寓,39栋,684户,上海凯达物业有限公司,政府安置房,6套在售二手房5套在租房源
690,浦东,285,99.8万,9832元,内环内,潍坊八村(浦东潍坊)地图,sh4734494举报假一赔百细则,1室1厅1卫,暂无数据,28.18平,暂无数据,低区/6层,豪装,南,暂无数据,满二,折现,住宅 - 公寓,80986元/平,1984~1988年,住宅 - 公寓,73栋,1706户,上海浦东新区潍坊物业公司、潍坊物业,上海建工房产有限公司,22套在售二手房8套在租房源
691,闸北,447,156.4万,15420元,内中环,龙盛佳苑(闸北阳城)地图,sh4734325举报假一赔百细则,2室1厅1卫,有(一梯六户),60.15平,暂无数据,高区/15层,毛坯,南,2013-01-30,满二,折现,住宅 - 公寓,70412元/平,2011年,住宅 - 公寓,12栋,1168户,上海鹰征物业发展有限公司,上海龙盛置业有限公司,19套在售二手房9套在租房源
692,普陀,310,108.5万,10694元,内环内,澳门小区(普陀长寿路)地图,sh4733184举报假一赔百细则,1室1厅1卫,暂无数据,36.2平,暂无数据,高区/6层,简装,南,2013-07-07,满二,暂无数据,住宅 - 公寓,88187元/平,1948~1994年,住宅 - 公寓、住宅 - 新里,187栋,715户,上海联源物业发展有限公司、联源物业,暂无信息,10套在售二手房7套在租房源
693,静安,405,141.8万,13971元,内环内,爱文坊(静安南京西路)地图,sh4731950举报假一赔百细则,1室1厅1卫,暂无数据,30.58平,暂无数据,中区/4层,精装,南,2015-10-31,满二,置换,住宅 - 新里,住宅 - 新里,19栋,227户,无,暂无信息,4套在售二手房0套在租房源,,
694,普陀,205,71.8万,7072元,内中环,长风二村（风荷园）(普陀长风)地图,sh4729039举报假一赔百细则,1室0厅1卫,暂无数据,31.94平,暂无数据,高区/6层,暂无数据,暂无数据,暂无数据,满二,折现,住宅 - 公寓,64628元/平,1982~1983年,住宅 - 公寓,80栋,1920户,上海长风物业有限公司,市政开发公司、上海市政,20套在售二手房2套在租房源
695,浦东,408,142.8万,14075元,中外环,浦三小区(浦东金桥)地图,sh4728696举报假一赔百细则,2室1厅1卫,暂无数据,76.0平,暂无数据,中区/6层,精装,南北,暂无数据,满二,折现,住宅 - 公寓,53612元/平,1996~1997年,住宅 - 公寓、住宅 - 写字楼,67栋,1057户,上海建工物业有限公司、华新物业公司、建工物业,上海虹桥高尔夫俱乐部有限公司、上海建工房产有限公司,18套在售二手房4套在租房源
696,浦东,370,129.5万,12764元,内中环,南杨花园(浦东北蔡)地图,sh4727714举报假一赔百细则,2室1厅1卫,暂无数据,61.98平,暂无数据,中区/6层,中装,南北,2013-11-05,满二,置换,住宅 - 公寓,1994~1997年,住宅 - 公寓、住宅 - 新里,53栋,647户,上海三凌物业管理公司,绿城集团,11套在售二手房5套在租房源,
697,浦东,290,101.5万,10004元,内中环,云台二小区(浦东世博)地图,sh4727411举报假一赔百细则,1室1厅1卫,暂无数据,44.99平,暂无数据,低区/6层,简装,南,暂无数据,满二,置换,住宅 - 公寓,62872元/平,1993~1998年,住宅 - 公寓,51栋,1939户,上海三凌物业管理公司、双乐物业,上南众开开发集团、众开集团,17套在售二手房2套在租房源
698,闵行,320,112万,11039元,外环外,浦江世博家园二街坊(闵行浦江)地图,sh4727250举报假一赔百细则,2室1厅1卫,有(一梯三户),65.08平,暂无数据,中区/11层,精装,南,2013-06-10,满二,置换,住宅 - 公寓,45947元/平,2006年,住宅 - 公寓,54栋,898户,上海闵行陈行物业管理有限公司,上海世博土地控股有限公司,8套在售二手房1套在租房源
699,长宁,328,114.8万,11315元,内环内,番禺大厦(长宁新华路)地图,sh4726704举报假一赔百细则,1室1厅1卫,有(三梯十五户),44.37平,暂无数据,低区/29层,精装,南,2015-03-06,满二,置换,住宅 - 公寓,69145元/平,1999~2002年,住宅 - 公寓,4栋,1057户,上海新华物业公司、新华物业、新华物业,上海新华房地产发展公司,29套在售二手房7套在租房源
700,浦东,1350,472.5万,46571元,内环内,香榭丽花园(浦东源深)地图,sh4724536举报假一赔百细则,3室2厅2卫,有(二梯二户),161.4平,暂无数据,中区/20层,精装,南北,2015-07-20,满二,折现,住宅 - 公寓,76488元/平,2001年,住宅 - 公寓,17栋,712户,浦房物业服务中心有限公司,上海龙仓置业有限公司,12套在售二手房9套在租房源
701,闵行,471,164.8万,16248元,外环外,春申景城湖滨晨韵(闵行春申)地图,sh4724173举报假一赔百细则,2室1厅1卫,有(二梯五户),66.74平,暂无数据,高区/17层,暂无数据,暂无数据,2012-01-05,满五,置换,住宅 - 公寓,70984元/平,2005年,住宅 - 公寓,37栋,2020户,上海协沁物业管理有限公司,上海莲申房地产有限公司,36套在售二手房26套在租房源
702,静安,2800,980万,96592元,内环内,愚园坊(静安静安寺)地图,sh4723982举报假一赔百细则,5室2厅4卫,暂无数据,248.41平,暂无数据,低区/1层,精装,南北,暂无数据,满二,其它,住宅 - 新里,112716元/平,1997~1998年,住宅 - 公寓、住宅 - 新里,20栋,146户,暂无信息,暂无信息,1套在售二手房2套在租房源
703,虹口,253,88.5万,8728元,内中环,洛阳新村(虹口凉城)地图,sh4723738举报假一赔百细则,1室1厅1卫,有(一梯四户),40.78平,暂无数据,中区/7层,简装,南,暂无数据,满二,折现,住宅 - 公寓,58388元/平,1958~1997年,住宅 - 公寓,32栋,715户,上海广同物业有限公司,上海虹房集团有限公司,14套在售二手房0套在租房源
704,闵行,620,217万,21388元,外环外,一品漫城（一期）（公寓）(闵行浦江)地图,sh4723410举报假一赔百细则,2室1厅1卫,有(二梯四户),90.68平,暂无数据,中区/13层,精装,南北,暂无数据,满二,折现,住宅 - 公寓,60144元/平,2008~2009年,住宅 - 公寓,48栋,856户,上海六角物业管理有限公司、上海春川物业服务有限公司、春川物业,上海鹏欣（集团）有限公司、鹏欣集团,26套在售二手房6套在租房源
705,宝山,450,157.5万,15524元,外环外,远洋香奈(宝山杨行)地图,sh4723202举报假一赔百细则,3室2厅1卫,有(二梯三户),98.0平,暂无数据,低区/18层,精装,南北,2013-07-05,满二,置换,住宅 - 公寓,45874元/平,2014~2016年,住宅 - 公寓,54栋,2674户,上海中远物业管理发展有限公司、酒店物业,上海远正置业有限公司,31套在售二手房9套在租房源
706,杨浦,2800,980万,96592元,中外环,嘉誉湾(杨浦新江湾城)地图,sh4723004举报假一赔百细则,4室2厅5卫,有(二梯二户),283.0平,暂无数据,高区/17层,豪装,南北,2015-11-19,满二,折现,住宅 - 公寓,94878元/平,2013~2015年,住宅 - 公寓、商业类,19栋,572户,上实物业管理有限公司、上海上实物业管理有限公司,上海城投悦城置业有限公司,8套在售二手房3套在租房源
707,浦东,700,245万,24148元,内中环,万邦都市花园(浦东北蔡)地图,sh4722961举报假一赔百细则,2室1厅1卫,有(二梯五户),82.0平,暂无数据,中区/16层,精装,南北,2013-09-09,满二,暂无数据,住宅 - 公寓,77571元/平,2000~2004年,住宅 - 公寓,88栋,2813户,上海万科物业管理有限公司,上海万邦企业集团有限公司,26套在售二手房27套在租房源
708,浦东,350,122.5万,12074元,中外环,凌兆新村(浦东三林)地图,sh4721945举报假一赔百细则,2室1厅1卫,暂无数据,60.0平,暂无数据,高区/6层,精装,南北,暂无数据,满二,置换,住宅 - 公寓,56494元/平,1995~1999年,住宅 - 公寓,21栋,362户,三林物业管理有限公司,上海三林房地产开发经营有限公司、三林集团,4套在售二手房0套在租房源
709,杨浦,180,63万,6210元,内环内,凤城二村(杨浦控江路)地图,sh4721941举报假一赔百细则,1室0厅1卫,暂无数据,31.35平,暂无数据,低区/5层,毛坯,南,暂无数据,满二,折现,住宅 - 公寓,65357元/平,1956~2006年,住宅 - 公寓、住宅 - 写字楼,139栋,3324户,上海四平物业管理有限公司、四平物业,上海申龙集团、上海申龙房地产有限公司,73套在售二手房11套在租房源
710,徐汇,240,84万,8279元,内中环,宛南六村(徐汇龙华)地图,sh4720448举报假一赔百细则,1室0厅1卫,暂无数据,28.15平,暂无数据,高区/6层,精装,南,2014-03-01,满二,折现,住宅 - 公寓,78718元/平,1980~1981年,住宅 - 公寓,43栋,952户,上海枫林物业有限公司、枫林物业,上海徐汇房产经营有限公司,8套在售二手房11套在租房源
711,长宁,530,185.5万,18284元,内中环,知雅园(长宁天山)地图,sh4719983举报假一赔百细则,1室1厅1卫,有(一梯四户),61.19平,暂无数据,高区/13层,精装,南,2014-10-09,满二,其它,住宅 - 公寓,92572元/平,2009年,住宅 - 公寓,8栋,349户,上海优联物业管理有限公司,上海新长宁（集团）有限公司、长宁集团,2套在售二手房3套在租房源
712,闵行,465,162.8万,16041元,中外环,新梅花苑(闵行古美)地图,sh4719790举报假一赔百细则,3室2厅2卫,暂无数据,107.92平,暂无数据,高区/6层,精装,南北,2015-07-03,满二,其它,住宅 - 公寓,47982元/平,1995~1997年,住宅 - 公寓,87栋,2121户,上海兴盛物业有限公司、兴盛物业,上海兴盛实业发展（集团）有限公司,39套在售二手房13套在租房源
713,嘉定,328,114.8万,11315元,外环外,新城悠活城(嘉定菊园新区)地图,sh4719335举报假一赔百细则,2室2厅1卫,有(二梯四户),91.65平,暂无数据,中区/18层,精装,暂无数据,暂无数据,满二,暂无数据,住宅 - 公寓,37116元/平,2011~2013年,住宅 - 公寓、住宅 - 写字楼,24栋,1625户,上海新城物业有限公司、江苏新城物业服务有限公司上海分公司、新城物业,上海新城万嘉房地产有限公司、新城房产有限公司,37套在售二手房12套在租房源
714,虹口,350,122.5万,12074元,内环内,上农新村(虹口曲阳)地图,sh4718911举报假一赔百细则,1室1厅1卫,暂无数据,39.02平,暂无数据,低区/6层,精装,南,2015-05-05,满二,置换,住宅 - 公寓,住宅 - 公寓、住宅 - 新里,24栋,425户,大柏树物业、振新物业,上海振新物业管理有限公司、无开发商,7套在售二手房2套在租房源,,
715,闸北,560,196万,19318元,内中环,大宁龙盛雅苑(闸北大宁)地图,sh4718442举报假一赔百细则,2室1厅1卫,有(二梯五户),61.94平,暂无数据,中区/24层,毛坯,东南,暂无数据,满二,置换,住宅 - 公寓,93927元/平,2012年,住宅 - 公寓,9栋,924户,上海置业集团,上海晟宇置业有限公司,15套在售二手房4套在租房源
716,浦东,110,38.5万,3795元,外环外,供销三村(浦东惠南)地图,sh4718360举报假一赔百细则,1室1厅1卫,暂无数据,45.0平,暂无数据,高区/5层,毛坯,暂无数据,暂无数据,满二,暂无数据,住宅 - 公寓,24444元/平,1982~1984年,住宅 - 公寓,6栋,40户,暂无信息,暂无信息,1套在售二手房1套在租房源
717,浦东,525,183.8万,18111元,内环内,梅园二街坊(浦东源深)地图,sh4715639举报假一赔百细则,2室1厅1卫,暂无数据,54.46平,暂无数据,高区/6层,精装,南,暂无数据,满二,置换,住宅 - 公寓,97766元/平,1982~1987年,住宅 - 公寓,56栋,1326户,欣达物业,日月明房产,17套在售二手房14套在租房源
718,普陀,950,332.5万,32772元,内环内,秋水云庐(普陀长寿路)地图,sh4713487举报假一赔百细则,2室2厅1卫,有(一梯二户),118.55平,暂无数据,高区/14层,精装,南北,2015-04-21,满二,其它,住宅 - 公寓,79997元/平,2002~2003年,住宅 - 公寓,17栋,777户,上海运泰物业管理有限公司,上海泰元置业有限公司,9套在售二手房4套在租房源
719,杨浦,420,147万,14489元,中外环,世和园(杨浦中原)地图,sh4713080举报假一赔百细则,2室1厅1卫,有(二梯四户),72.93平,暂无数据,低区/17层,精装,西南,2013-10-04,满二,置换,住宅 - 公寓,67000元/平,2003年,住宅 - 公寓,35栋,1312户,上海凯晨物业管理有限公司、华新物业公司,上海晟世房地产开发有限公司,7套在售二手房8套在租房源
720,松江,242,84.7万,8348元,外环外,新凯城香樟苑(松江泗泾)地图,sh4711703举报假一赔百细则,2室1厅1卫,有(二梯四户),68.08平,暂无数据,低区/12层,毛坯,南,2013-11-18,满二,置换,住宅 - 公寓,35416元/平,2011年,住宅 - 公寓,16栋,816户,上海玉星物业管理有限公司,上海城投置业管理有限公司,19套在售二手房3套在租房源
721,闵行,530,185.5万,18284元,中外环,春江锦庐(闵行古美)地图,sh4709790举报假一赔百细则,2室2厅1卫,暂无数据,89.49平,暂无数据,高区/6层,精装,南北,2015-11-05,满二,置换,住宅 - 公寓,59292元/平,2005年,住宅 - 公寓,58栋,642户,上海运泰物业管理有限公司,上海银盛房地产有限公司,13套在售二手房6套在租房源
722,浦东,220,77万,7589元,内中环,临沂五村(浦东南码头)地图,sh4709006举报假一赔百细则,1室1厅1卫,暂无数据,41.65平,暂无数据,中区/6层,简装,南,暂无数据,满二,置换,住宅 - 公寓,59468元/平,1990~1995年,住宅 - 公寓,58栋,1351户,上海振南物业公司、振南物业,上海建工房产有限公司,16套在售二手房4套在租房源
723,闸北,840,294万,28978元,内中环,阳城世家苑(闸北阳城)地图,sh4708603举报假一赔百细则,3室2厅1卫,有(一梯二户),111.47平,暂无数据,中区/14层,毛坯,南北,暂无数据,满二,置换,住宅 - 公寓,67819元/平,2007年,住宅 - 公寓,38栋,906户,大华集团、龙盛物业管理有限公司、大华物业,上海阳城房地产有限公司、上海阳城花园房地产有限公司,7套在售二手房2套在租房源
724,静安,450,157.5万,15524元,内环内,大华公寓（静安）(静安南京西路)地图,sh4708101举报假一赔百细则,1室0厅1卫,暂无数据,33.0平,暂无数据,高区/7层,简装,南,2015-05-10,满二,置换,住宅 - 老公寓,132979元/平,1924~1976年,住宅 - 公寓、住宅 - 老公寓、住宅 - 新里,13栋,145户,新城物业,普益地产公司,4套在售二手房1套在租房源
725,浦东,275,96.2万,9487元,内中环,金杨新村五街坊(浦东金杨)地图,sh4707757举报假一赔百细则,1室1厅1卫,暂无数据,46.67平,暂无数据,低区/6层,简装,南,2014-07-28,满二,折现,住宅 - 公寓,59353元/平,1994~1999年,住宅 - 公寓,226栋,3891户,上海陆家嘴物业管理有限公司,上海锦和投资集团有限公司,40套在售二手房8套在租房源
726,闵行,353,123.5万,12178元,外环外,北欧丽景(闵行老闵行)地图,sh4707136举报假一赔百细则,2室2厅1卫,暂无数据,83.87平,暂无数据,中区/6层,简装,南,2014-02-28,满二,置换,住宅 - 公寓,42448元/平,1998~2000年,住宅 - 公寓,31栋,336户,上海金榜物业有限公司,北桥房产,2套在售二手房2套在租房源
727,杨浦,233,81.5万,8038元,内中环,四平路2065弄(杨浦五角场)地图,sh4706925举报假一赔百细则,1室1厅1卫,暂无数据,33.81平,暂无数据,高区/6层,精装,南,暂无数据,满二,置换,住宅 - 公寓,71146元/平,1980~1983年,住宅 - 公寓,23栋,527户,上海五角场物业管理有限公司,上海卫百辛房地产经纪有限公司,6套在售二手房0套在租房源
728,虹口,226,79.1万,7796元,内中环,新中新村(虹口凉城)地图,sh4706556举报假一赔百细则,1室1厅1卫,暂无数据,42.78平,暂无数据,中区/6层,简装,东西,2015-04-22,满二,置换,住宅 - 公寓,58498元/平,1957~1998年,住宅 - 公寓、住宅 - 新里,36栋,1029户,徐房物业、徐房物业,上海旭辉房地产有限公司、旭辉集团,28套在售二手房4套在租房源
729,宝山,365,127.7万,12591元,中外环,共康六村(宝山共康)地图,sh4706372举报假一赔百细则,2室1厅1卫,暂无数据,69.28平,暂无数据,中区/6层,毛坯,南,2013-08-01,满二,置换,住宅 - 公寓,51289元/平,1995~2001年,住宅 - 公寓,164栋,2253户,上海野桥物业管理有限公司,上海屹立房地产发展有限公司,33套在售二手房4套在租房源
730,浦东,390,136.5万,13454元,中外环,荷一小区(浦东金桥)地图,sh4705874举报假一赔百细则,2室1厅1卫,暂无数据,74.0平,暂无数据,中区/6层,简装,南,暂无数据,满二,折现,住宅 - 公寓,53377元/平,1995~1996年,住宅 - 公寓,65栋,1118户,绿欣物业,金巷开发商,17套在售二手房3套在租房源
731,杨浦,760,266万,26218元,内中环,长白新城(杨浦黄兴公园)地图,sh4705473举报假一赔百细则,3室1厅1卫,有(二梯四户),94.91平,暂无数据,中区/16层,精装,南北,暂无数据,满二,折现,住宅 - 公寓,住宅 - 公寓,23栋,1139户,上海长白物业管理有限公司,上海新彩置业有限公司,5套在售二手房1套在租房源,,
732,宝山,382,133.7万,13178元,经纬观澜弘郡家园（三期）(宝山上大)地图,sh4705293举报假一赔百细则,1室2厅1卫,有(一梯二户),63.99平,暂无数据,高区/14层,精装,南,2015-05-22,满二,其它,住宅 - 公寓,开发商当时保留楼层 所以买的时候比别的楼层贵许多，性价比高。置换房子 所以出售,54982元/平,2009年,住宅 - 公寓,51栋,1380户,现代智能物业管理(上海)有限公司,暂无信息,31套在售二手房7套在租房源
733,浦东,380,133万,13109元,内中环,中芯花园(公寓)(浦东张江)地图,sh4704339举报假一赔百细则,1室2厅1卫,暂无数据,66.47平,暂无数据,高区/6层,精装,南,2014-09-04,满二,折现,住宅 - 公寓,61934元/平,2000~2006年,住宅 - 公寓,69栋,1436户,中芯物业、申大物业,中芯集团,22套在售二手房12套在租房源
734,徐汇,540,189万,18629元,内中环,田林新苑(徐汇田林)地图,sh4704017举报假一赔百细则,2室1厅1卫,有(二梯八户),79.98平,暂无数据,中区/28层,豪装,南北,2013-11-01,满二,置换,住宅 - 公寓,68129元/平,1988~1994年,住宅 - 公寓,8栋,2049户,上海申大物业有限公司、上服物业、申大物业,上海中星（集团）有限公司、中星集团,20套在售二手房8套在租房源
735,浦东,425,148.8万,14661元,中外环,金地未未来(浦东金桥)地图,sh4702489举报假一赔百细则,1室1厅1卫,有(一梯四户),54.38平,暂无数据,高区/15层,精装,南,2014-07-01,满二,置换,住宅 - 公寓,80143元/平,2008~2009年,住宅 - 公寓,72栋,1613户,上海金地物业服务有限公司、金地物业,上海深翔房地产开发有限公司,42套在售二手房19套在租房源
736,长宁,320,112万,11039元,中外环,新泾四村(长宁北新泾)地图,sh4700916举报假一赔百细则,2室1厅1卫,暂无数据,55.45平,暂无数据,低区/6层,精装,南北,暂无数据,满二,置换,住宅 - 公寓,61085元/平,1986~1997年,住宅 - 公寓、住宅 - 新里,69栋,1452户,新加坡怡安物业管理有限公司、狮城怡安(上海)物业管理有限公司,上海新长宁集团房地产投资咨询有限公司、长宁集团,24套在售二手房6套在租房源
737,杨浦,245,85.8万,8452元,内中环,控江路680弄(杨浦控江路)地图,sh4700382举报假一赔百细则,1室1厅1卫,暂无数据,40.81平,暂无数据,高区/5层,精装,南,2013-08-05,满二,置换,住宅 - 公寓,64343元/平,1980~1990年,住宅 - 公寓、住宅 - 新里,18栋,312户,上海物业,暂无信息,6套在售二手房0套在租房源
738,闵行,279,97.6万,9625元,外环外,东川花苑(闵行老闵行)地图,sh4700260举报假一赔百细则,2室1厅1卫,暂无数据,58.42平,暂无数据,高区/6层,精装,南,2013-09-05,满二,折现,住宅 - 公寓,46691元/平,1987~1999年,住宅 - 公寓、住宅 - 新里,61栋,884户,上海鑫铭物业管理有限公司,北桥房产,10套在售二手房9套在租房源
739,普陀,880,308万,30358元,内环内,上青佳园(普陀长寿路)地图,sh4700005举报假一赔百细则,2室2厅1卫,有(一梯二户),106.06平,暂无数据,高区/17层,豪装,南北,2015-06-18,满二,其它,住宅 - 公寓,75303元/平,2001~2013年,住宅 - 公寓、商业类,29栋,1158户,上海上青物业管理有限公司,上海上青置业发展有限公司,19套在售二手房9套在租房源
740,浦东,211,73.8万,7279元,内中环,临沂六村(浦东南码头)地图,sh4699673举报假一赔百细则,1室1厅1卫,暂无数据,35.0平,暂无数据,高区/6层,精装,南,暂无数据,满二,其它,住宅 - 公寓,59517元/平,1989~2000年,住宅 - 公寓,143栋,3245户,上海振南物业公司、振南物业,上海港口机械厂开发有限公司,39套在售二手房9套在租房源
741,宝山,590,206.5万,20353元,中外环,梧桐城邦（二期）(宝山大华)地图,sh4699435举报假一赔百细则,2室2厅1卫,有(一梯二户),103.54平,暂无数据,低区/14层,毛坯,南北,2013-03-19,满二,置换,住宅 - 公寓,58224元/平,2006~2013年,住宅 - 公寓,110栋,1798户,大华集团上海物业管理有限公司、上海大华物业有限公司、大华物业,大华（集团）有限公司,35套在售二手房5套在租房源
742,杨浦,240,84万,8279元,中外环,市光三村(杨浦中原)地图,sh4698953举报假一赔百细则,1室1厅1卫,暂无数据,44.55平,暂无数据,低区/6层,简装,南,2015-09-28,满二,置换,住宅 - 公寓,54866元/平,1993~2005年,住宅 - 公寓,222栋,4323户,上海星驰置业有限公司,上海市住宅开发中心第二分公司,68套在售二手房7套在租房源
